id,year,session,no,category,subcategory,question,choice1,choice2,choice3,choice4,answer,explanation_shoken,explanation_kenryu,imageUrl
H26-AM-29,H26,午前,29,施工管理,コンクリート工事,コンクリートの養生に関する記述として、最も不適当なものはどれか。,寒中コンクリートで加熱養生を行う場合は、コンクリートに散水をしてはならない。,湿潤養生を打ち切ることができる圧縮強度は、早強ポルトランドセメントと普通ポルトランドセメントでは同じである。,暑中コンクリートの湿潤養生の開始時期は、コンクリート上面においてはブリーディング水が消失した時点とする。,寒中コンクリートの初期養生の期間は、圧縮強度が 5 N/mm2 に達するまでとする。,2,【ショーケン版】おい！早強セメントってのは「早く強度がデル」から早強なんだろ！普通セメントと同じ日数や同じ強度まで待つ必要はねえんだよ。早強なら早めに養生を切り上げて、次の工程に行けるのがメリットなんだ。セメントの特性を使いこなせ！,【建龍版】コンクリートの養生終了時期に関する問題です。湿潤養生を打ち切ることができる圧縮強度は、セメントの種類により異なります。一般に、普通ポルトランドセメントでは10N/mm²以上、早強ポルトランドセメントでは5N/mm²以上（JASS 5 計画供用期間の級が「標準」の場合）とされており、「同じ」とする記述は不適当です。,
H26-AM-30,H26,午前,30,施工管理,鉄骨工事,高力ボルト接合に関する記述として、最も不適当なものはどれか。,高力ボルトの摩擦接合面は、グラインダー処理後に自然発生した赤さび状態であれば、すべり係数 0.45 を確保できる。,溶融亜鉛めっき高力ボルトM22を用いる場合のボルト孔径は、高力ボルトM22の孔径と同じとしてよい。,トルシア形高力ボルトについて、専用締付け機が使用できない場合には、JIS形高力ボルトと交換し、トルクレンチなどを用いて締め付ける。,ナット回転法による締付け完了後の検査は、一次締付け後の本締めによるナット回転量が 120 °± 45 °の範囲にあるものを合格とする。,4,【ショーケン版】おい！ナット回転法の検査基準をなめてんのか！120度回すのが決まりだが、許容範囲は「±30度」までだ。45度もズレてたら、締めすぎか緩すぎのどっちかだろ！ボルト一本のミスが建物の崩壊を招くってことを肝に銘じとけ！,【建龍版】高力ボルトの締付け検査（JASS 6）に関する問題です。ナット回転法における合格判定基準は、一次締付け完了後の位置から「120°±30°」の範囲内です。±45°とする記述は不適当です。なお、M22ボルトの孔径（24.5mm）や専用機使用不能時のJIS形への変更は正しい処置です。,
H26-AM-31,H26,午前,31,施工管理,鉄骨工事,鉄骨の建方に関する記述として、最も不適当なものはどれか。,本締め前の梁上に材料を仮置きするにあたり、仮ボルトの本数が不足していたので本数を割り増すとともに、水平外力に対する補強ワイヤの確認を行った。,架構の倒壊防止用に使用するワイヤロープを、そのまま建入れ直し用に兼用した。,スパン間の計測寸法が正規より小さかったので、ワイヤによる建入れ直しの前に、梁の接合部のクリアランスに矢を打ち込んで押し広げた。,高力ボルト摩擦接合における仮ボルトの締付け本数は、本締めを行うときの高力ボルトの一群のボルト数の 1/3 程度、かつ、2 本以上とした。,2,【ショーケン版】ワイヤロープの使い回しなんかしてんじゃねえ！「倒壊防止」は命を守るための固定、「建入れ直し」は精度を出すための調整だ。役目が全然違うんだよ。兼用して、調整してる最中にガシャーンと倒れたらどうすんだ！別々に用意しろ！,【建龍版】鉄骨の建方における安全管理と精度調整に関する問題です。倒壊防止用ワイヤロープは、風圧力や地震力に対して架構を維持するためのものであり、建入れ直し（垂直・水平の精度調整）用のワイヤとは別に設け、兼用してはなりません。したがって「2」が不適当です。,
H26-AM-32,H26,午前,32,施工管理,建設機械,揚重運搬機械に関する記述として、最も不適当なものはどれか。,建設用リフトの停止階には、荷の積卸口に遮断設備を設ける。,建設用リフトの運転者を、搬器を上げたままで運転位置から離れさせてはならない。,タワークレーンが地表から 60 m 以上の高さとなる場合は、原則として、航空障害灯を設置する。,ジブクレーンの定格荷重は、フック等のつり具の重量を含めたものである。,4,【ショーケン版】「定格荷重」の意味を履き違えるなよ！それは「実際に吊り上げられる最大荷重」のことだろ！フックの重さも入れて計算してたら、その分吊れる荷物が少なくなっちまうじゃねえか。フックの重さを引いたのが定格荷重だ。計算間違いすんじゃねえぞ！,【建龍版】クレーン等安全規則における用語の定義に関する問題です。ジブクレーン等の「定格荷重」とは、つり上げ荷重からフックやバケット等のつり具の重量を「差し引いた」荷重を指します。含めたものとする記述は不適当です。なお、高さ60m以上の航空障害灯設置義務などは正しい記述です。,
H26-AM-33,H26,午前,33,施工管理,耐震改修工事,RC造の耐震改修工事における柱補強工事に関する記述として、最も不適当なものはどれか。,溶接閉鎖フープ巻き工法において、フープ筋の継手は、溶接長さが片側 10 d 以上のフレア溶接とした。,溶接金網巻き工法において、溶接金網に対するかぶり厚さ確保のため、溶接金網は型枠建込み用のセパレーターに結束して固定した。,角形の鋼板巻き工法において、角部の鋼板の曲げ加工は、内法半径を板厚の 3 倍とした。,炭素繊維シート工法において、シートの水平方向の重ね継手位置は柱の各面に分散させ、重ね長さは 200 mm 以上とした。,1,【ショーケン版】フープ筋（帯筋）の溶接で「片側だけ」で済ませる奴があるか！柱が爆裂しようとする強い力に耐えるには、しっかり「両側」で10d以上溶接して、ガッチリ円にするんだよ。片側だけじゃ強度が半分だ。手抜き工事は絶対許さねえぞ！,【建龍版】RC柱の耐震補強工事に関する問題です。溶接閉鎖型フープを用いる際、フレア溶接による継手は「両側」にそれぞれ10d以上の溶接長さが必要です。片側のみとする記述は不適当です。炭素繊維シートの重ね長さ200mm以上や、鋼板巻きの曲げ半径（3t以上）などは正しい施工数値です。,
H26-AM-34,H26,午前,34,施工管理,防水工事,改質アスファルトシート防水工事(トーチ工法)に関する記述として、最も不適当なものはどれか。,コンクリート下地の入隅の形状は通りよく直角とし、出隅は通りよく 45 度の面取りとした。,平場の張付けにおいて、シートの 3 枚重ね部は、中間の改質アスファルトシート端部を斜めにカットした。,シートの張付けに先立ち、立上り部の出入隅角部に 200 mm 角の増張り用シートを張り付けた。,露出防水密着工法において、ALC パネルの短辺接合部は、あらかじめ幅 150 mm の増張り用シートを密着張りした。,1,【ショーケン版】おい！入隅（いりずみ）を「直角」にするなんて、防水の素人か！直角だとシートを馴染ませるのが難しくて、そこから破れちまうんだ。入隅は「面取り」するか「R」をつけて、シートが滑らかに曲がれるようにするのが鉄則だろ！,【建龍版】アスファルト防水の地ごしらえに関する問題です。シート防水において、入隅部分を直角に仕上げるとシートに無理な力がかかり破断の原因となるため、一般に面取り（通常50mm以上）またはR付けを行います。出隅だけでなく入隅も面取りが必要なため、「1」が不適当です。,
H26-AM-35,H26,午前,35,施工管理,防水工事,シーリング工事に関する記述として、最も不適当なものはどれか。,外壁 ALC パネル張りに取り付けるアルミニウム製建具の周囲の目地シーリングは、2 面接着とした。,マスキングテープは、プライマーの塗布前に張り付け、シーリング材の表面仕上げ直後に除去した。,先打ちしたポリサルファイド系シーリング材に、変成シリコーン系シーリング材を打ち継いだ。,目地深さが所定の寸法より深い箇所は、バックアップ材を用いて、所定の目地深さになるように調整した。,3,【ショーケン版】シーリングの「打ち継ぎ」は相性が命だぞ！ポリサルファイドの上に変成シリコーンを打つのは、一番やっちゃいけない組み合わせだ。接着不良でペロッと剥がれちまう。材料同士のケンカを現場で起こさせるんじゃねえ！,【建龍版】シーリング材の打ち継ぎ相性に関する問題です。ポリサルファイド系シーリング材の上に変成シリコーン系を打ち継ぐと、接着性が極めて低く、剥離の原因となります。したがって「3」が不適当です。なお、建具周囲の2面接着や、仕上げ直後のテープ除去などは正しい手順です。,
H26-AM-36,H26,午前,36,施工管理,タイル工事,壁のタイル張り工事に関する記述として、最も不適当なものはどれか。,モザイクタイル張りの張付けモルタルは、2度塗りとし、総塗厚を 3 mm 程度とした。,マスク張りの張付けモルタルは、ユニットタイル裏面に厚さ 4 mm のマスク板をあて、金ごてで塗り付けた。,改良積上げ張りの張付けモルタルは、下地モルタル面に塗厚 4 mm 程度で塗り付けた。,改良圧着張りの化粧目地詰めは、タイル張付け後 24 時間経過したのちとした。,3,【ショーケン版】「改良積上げ張り」のやり方を勘違いしてねえか？これはタイル「裏面」にモルタルを塗って、下から積み上げていく工法だ。下地側にモルタルを塗るのは「改良圧着張り」だろうが！工法名と塗り場所、ごっちゃにすんなよ！,【建龍版】タイル工法の定義に関する問題です。「改良積上げ張り」は、タイルの「裏面」に張付けモルタルを盛り、下部から順次積み上げるように張り付ける工法です。下地モルタル面に塗り付けるのは「改良圧着張り」や「圧着張り」の特徴です。したがって「3」が不適当です。,
H26-AM-37,H26,午前,37,施工管理,屋根工事,金属板葺屋根工事に関する記述として、最も不適当なものはどれか。,心木なし瓦棒葺のけらばは、溝板のけらば端部を唐草につかみ込んで納めた。,立て平葺の棟部は、はぜ締め後、はぜを倒して折り上げ、立上げ部分の先端に水返しを付けた。,平葺の葺板の上はぜと下はぜは、折返し幅を同寸法とし、すき間なく十分に掛け合わせ均一に叩き締めた。,横葺の葺板の継手位置は、縦に一直線状とならないよう千鳥に配置した。,3,【ショーケン版】金属屋根のはぜを「隙間なく叩き締める」なんて、一見丁寧に見えるが実はバカのやることだ！夏場に金属が伸びた時に、逃げ場がなくなって屋根が波打っちまうぞ。わずかに「あそび」を作って、伸縮を逃がしてやるのがプロの仕事だ！,【建龍版】金属屋根の施工上の留意点に関する問題です。平葺の「はぜ」を隙間なく叩き締めすぎると、金属の熱伸縮に対応できず、板のゆがみや破断を招く恐れがあります。適度な遊びを設けて掛け合わせるのが適切です。したがって「3」が不適当です。,
H26-AM-38,H26,午前,38,施工管理,内装工事,軽量鉄骨壁下地に関する記述として、最も不適当なものはどれか。,ランナーは、両端部を端部から 50 mm 内側で固定し、中間部は 900 mm 間隔で固定した。,スタッドがコンクリート壁に添え付く場合は、上下ランナーに差し込み、打込みピンでコンクリート壁に固定した。,65 形のスタッド材を使用したそで壁端部は、垂直方向の補強材の長さが 4.0 m を超えたので、スタッド材を 2 本抱き合わせて溶接したもので補強した。,"振れ止めは、床面から間隔約 1,200 mm ごとに取り付け、上部ランナーから 400 mm 以内に位置するものは取付けを省略した。",3,【ショーケン版】高さが4mを超える「そで壁」の端部だぞ！そんな不安定な場所にスタッド2本合わせただけの補強で足りるわけねえだろ。強風や衝突でグラグラになっちまう。こういう時は角形鋼管とかの「ガチな補強材」を入れなきゃダメだ！,【建龍版】軽量鉄骨壁下地（LGS）の補強に関する問題です。独立壁（そで壁）の端部などで、補強材の長さが4mを超えるような場合は、スタッド2本の抱き合わせでは剛性が不足するため、一般に角形鋼管などを用いて補強します。したがって「3」が不適当です。ランナーの端部固定位置や、振れ止めの省略条件などは正しい内容です。,
H26-AM-39,H26,午前,39,施工管理,左官工事,内壁コンクリート下地におけるセメントモルタル塗りに関する記述として、最も不適当なものはどれか。,下塗り用モルタルの調合は、容積比でセメント対砂 1：2.5 とした。,モルタルの塗厚の合計は、30 mm を標準とした。,中塗り・上塗りの塗厚を均一にするため、下塗りの後、むら直しを行った。,額縁のちりじゃくりの周囲は、こて1枚の厚さだけ透かして仕上げた。,2,【ショーケン版】内壁のモルタルを30mmも塗るなんて、厚塗りしすぎだ！重みで剥がれてくるか、乾く時にひび割れだらけになるのがオチだぞ。内壁の標準は「20mm（最大25mm）」だ。厚く塗ればいいってもんじゃねえんだよ！,【建龍版】モルタル塗りの標準塗厚に関する問題です。公共建築工事標準仕様書において、内壁モルタル塗りの合計塗厚は「20mm」を標準とし、1回の塗り厚は6mm程度とします。30mmとする記述は厚すぎ、剥離やひび割れのリスクが高まるため不適当です。なお、下塗りの調合（富調合）やむら直しは正しい手順です。,
H26-AM-40,H26,午前,40,施工管理,建具工事,アルミニウム製建具に関する記述として、最も不適当なものはどれか。,建具の組立てにおいて、隅部の突付け小ねじ締め部分にはシーリング材を充填した。,アルミニウム製建具の見え隠れ部で用いる補強材は、亜鉛めっき鋼材を用いた。,建具枠のアンカーは、枠を確実に固定できる構造とし、間隔は 500 mm 以下とした。,水切り、ぜん板は、アルミニウム板を折り曲げ加工するので、厚さを 1.2 mm とした。,4,【ショーケン版】おい！アルミの水切りを1.2mmで頼んだのか？そんな薄っぺらな板じゃ、足で踏んだら一発で曲がるし、見た目もベコベコで安っぽくなるだろ！水切りやぜん板なら「1.5mm以上」の厚みを持たせるのが現場の常識だ！,【建龍版】アルミニウム製建具の製作仕様に関する問題です。JASS 16 等において、アルミニウム製の水切りやぜん板等の曲げ加工品の厚さは、原則として「1.5mm以上」と定められています。1.2mmとする記述は不適当です。なお、アンカー間隔500mm以内や、隅部のシーリング処理などは適切な施工です。,
H26-AM-41,H26,午前,41,施工管理,塗装工事,金属系素地面の塗装工事に関する記述として、最も不適当なものはどれか。,屋内の鉄鋼面の見え掛り部分のつや有り合成樹脂エマルションペイント塗りにおいて、1回目のさび止め塗装の前に、研磨紙ずりを行い付着物を除去した。,屋内のつや有り合成樹脂エマルションペイント塗りにおいて、流動性を向上させるため、溶剤で希釈して使用した。,2液形ポリウレタンエナメル塗りにおいて、中塗りの工程間隔時間の上限は 7 日とした。,屋内の鉄鋼面の合成樹脂調合ペイント塗りにおいて、鉛・クロムフリーさび止めペイント1種のさび止め塗料を使用した。,2,【ショーケン版】バカ野郎！「エマルションペイント」ってのは水性塗料のことだぞ！水性塗料にシンナー（溶剤）をぶち込んだら、分離してドロドロのゴミになっちまう。希釈に使うのは「水」だろ！材料の性質もわからずにハケを持つんじゃねえ！,【建龍版】塗料の希釈に関する問題です。合成樹脂エマルションペイントは水溶性の樹脂を分散させた塗料であり、希釈には原則として「水」を使用します。「溶剤」を使用すると塗料が変質し、塗装不能となります。したがって「2」が不適当です。,
H26-AM-42,H26,午前,42,施工管理,床工事,合成樹脂塗り床に関する記述として、最も不適当なものはどれか。,厚膜型のエポキシ樹脂系塗り床における主剤と硬化剤の1回の練混ぜ量は、1時間で使い切れる量とした。,弾性ウレタン樹脂系塗り床において、ウレタン樹脂の1回の塗布量は 2 kg/m2 を超えないようにした。,塗り床の施工中、ピンホールを防ぐため、直射日光が当たる部分に仮設の日除け設備を設置した。,薬品を使用する実験室の塗り床において、平滑な仕上げとするため、流しのべ工法とした。,1,【ショーケン版】塗り床の材料を1時間分もまとめて練るな！エポキシは練り始めたらどんどん固まっちまうんだ。モタモタしてると、塗ってる途中で粘りが出て仕上がりがムラだらけになるぞ。「20分から30分」でサッと使い切れる分だけを小分けにして練るのがプロの段取りだ！,【建龍版】合成樹脂塗り床の施工管理に関する問題です。2液形のエポキシ樹脂やウレタン樹脂は混合後の可使時間が短いため、1回の練混ぜ量は一般に「20〜30分程度」で使い切れる量に留めるのが適切です。1時間は長すぎ、硬化が進み作業性や品質が低下するため不適当です。,
H26-AM-43,H26,午前,43,施工管理,内装工事,壁のせっこうボード張りに関する記述として、最も不適当なものはどれか。,軽量鉄骨下地にボードを直接張り付ける際、ボード周辺部を固定するドリリングタッピンねじの位置は、ボードの端部から 5 mm 程度内側とした。,外壁の室内面におけるせっこう系接着材による直張り工法では、躯体に打ち込んだポリスチレンフォーム断熱材にプライマー処理をして、ボードを張り付けた。,下張りボードに上張りボードを張り付ける際には、接着剤を主体としてステープルを併用して張り付けた。,せっこう系接着材による直張り工法において、1回の接着材の塗付けは、張り付けるボード1枚分とした。,1,【ショーケン版】おい！ボードの端っこギリギリ（5mm）にビスを打つんじゃねえ！そんなとこに打ったらボードが割れてガタガタになっちまう。ビスはボードの端から「10mmから15mm」は離して打つのが鉄則だ！仕上げの下地を丁寧につくれよ！,【建龍版】せっこうボードの取付けに関する問題です。LGS下地にドリリングタッピンねじで固定する場合、ボード周辺部では端部から「10〜15mm」程度内側を固定位置とします。5mmではボードの縁が破損する恐れがあるため不適当です。,
H26-AM-44,H26,午前,44,施工管理,ALC工事,ALC パネル工事に関する記述として、最も不適当なものはどれか.,横壁ボルト止め構法では、パネル積上げ段数 2 段以内ごとに受け金物を設けた。,床パネルの孔あけ加工は、1枚当たり1箇所とし、主筋の位置を避け、パネル短辺幅の 1/6 の大きさとした。,パネルの取扱い時に欠けが生じたが、構造耐力上は支障がなかったので、製造業者が指定する補修モルタルで補修して使用した。,床パネルで集中荷重が作用する部分は、その直下にパネル受け梁を設け、パネルは梁上で分割して割り付けされていることを確認した。,2,【ショーケン版】床パネルの穴あけを1/6で制限してんのか？それじゃあ配管が通らねえぞ。基準では短辺幅の「1/4以下（かつ200mm角以下）」までならOKだ。穴の開けすぎは禁物だが、ルールを厳しくしすぎて現場を止めるなよ！,【建龍版】ALC床パネルの加工制限に関する問題です。現場での孔あけ加工は、原則としてパネル1枚につき1箇所とし、大きさはパネル短辺幅の「1/4以下」かつ「200mm角以下」とするのが標準的です。1/6とする記述は不適当です。なお、横壁の受け金物（2段以内ごと）や補修モルタルの使用などは適切な記述です。,
H26-AM-45,H26,午前,45,施工管理,改修工事,屋根防水改修工事に関する記述として、最も不適当なものはどれか。,既存の保護コンクリート層及び防水層を撤去し、アスファルト保護防水絶縁工法を行うので、撤去後の下地コンクリート面の 2 mm 以上のひび割れ部は、Uカットしてポリウレタン系シーリング材を充填した。,既存の保護コンクリート層を撤去し、既存アスファルト防水層の上にアスファルト保護防水密着工法を行うので、ルーフドレン周囲の既存防水層は、ルーフドレン端部から 150 mm まで四角形に撤去した。,既存の露出アスファルト防水層の上に、アスファルト露出防水密着工法を行うので、既存の砂付ルーフィングの表面の砂は可能な限り取り除き、清掃後、アスファルト系下地調整材を塗布した。,既存の保護コンクリート層の上にアスファルト露出防水絶縁工法を行う際、二重ドレンを設けないので、保護コンクリート層は、ルーフドレン端部から 500 mm 程度まで撤去した。,2,【ショーケン版】ドレン周りの既存防水をたった150mmで切るんじゃねえ！新しい防水層とドレンをガッチリ重ねるには、最低でも「250mm」は剥いでおかなきゃ、後からそこから漏れてくるぞ。改修の肝はドレン周りの処理だってことを忘れんな！,【建龍版】防水改修工事におけるルーフドレン周辺の処理に関する問題です。既存防水層を残して改修する場合、ドレン周囲の既存防水層は、新しい増張りやドレンとのラップを確保するため、ドレン端部から「250mm程度」まで撤去するのが標準的です。150mmは不十分なため不適当です。,
H26-PM-46,H26,午後,46,施工管理,仮設計画,仮設計画に関する記述として、最も不適当なものはどれか。,傾斜地に設置した鋼板製仮囲いの下端に生じた隙間は、木製の幅木でふさぐ計画とした。,ゲートに設置するハンガー式門扉は、重量と風圧を軽減するため、上部に網を張る構造とする計画とした。,作業員詰所は、火災防止や異業種間のコミュニケーションが図れ、衛生管理がしやすいように小部屋方式とする計画とした。,作業員用の仮設便所の男性用小便器の個数は、同時に就業する男性作業員 30 人以内ごとに 1 個を設置する計画とした。,3,【ショーケン版】おい！詰所を「小部屋」に分けちまってどうすんだ！異業種同士が顔を合わせて「明日のあそこの段取りどうすんだ？」って話ができるからこそ、現場は円滑に回るんだよ。壁を作ってコミュニケーションを邪魔するような計画は三流だぞ！,【建龍版】現場管理における作業員詰所の計画に関する問題です。工事の円滑な進行には、異業種間での密接な情報交換が欠かせないため、詰所は原則として「大部屋方式」とするのが一般的です。小部屋方式はコミュニケーションを阻害するため不適当です。なお、便器数（30人ごとに1個）などは適正な基準です。,
H26-PM-47,H26,午後,47,施工管理,仮設計画,仮設設備の計画に関する記述として、最も不適当なものはどれか。,コンセントから使用する電動工具の同時使用係数は、1.0 として計画した。,工事事務所の使用水量は、50 リットル/人・日を見込む計画とした。,スタッド溶接機の電力については、短期間の使用なので発電機で対応する計画とした。,工事用使用電力量が 90 kW 必要となったので、低圧受電で契約する計画とした。,4,【ショーケン版】90kWも使うのに「低圧」でいけると思ってんのか！電気の契約には線引きがあるんだ。50kWを超えたら「高圧受電」に切り替えなきゃならねえ。現場が停電してからじゃ遅いんだ、負荷計算はきっちりやっとけ！,"【建龍版】仮設電気の受電方式に関する問題です。電力会社との契約において、契約電力が「50kW以上」となる場合は、高圧受電（6,600V等）による契約が必要となります。90kWで低圧受電（50kW未満）とする計画は不適当です。",
H26-PM-48,H26,午後,48,施工管理,施工計画,躯体工事の施工計画に関する記述として、最も不適当なものはどれか。,地業工事で、捨てコンクリートを少量ずつ数箇所に分けて打ち込むため、練混ぜから打込み終了までの時間を 90 分とすることとした。,コンクリート打放し仕上げの独立柱の型枠において、セパレーターを使用しないでコラムクランプを用いてせき板を締め付けることとした。,ガス圧接継手で、圧接作業当日に鉄筋冷間直角切断機を用いて切断した鉄筋の圧接端面は、グラインダー研削を行わないこととした。,板厚 6 mm を超える鉄骨部材に仮設関係の取付け金物を手溶接で取り付ける場合、金物の溶接長さは 20 mm とすることとした。,3,【ショーケン版】おい！切断機で切ったからって、グラインダーをサボるんじゃねえ！圧接の命は端面の「綺麗さ」だ。酸化膜や汚れをしっかり削り落とさなきゃ、圧接部が割れて大事故に繋がるんだぞ。基本の手間を省くような指示は出すな！,【建龍版】鉄筋のガス圧接に関する施工基準（JASS 5）の問題です。鉄筋の圧接端面は、たとえ冷間直角切断機等で平滑に切断したとしても、圧接直前にグラインダーで研削し、酸化皮膜や付着物を完全に除去しなければなりません。したがって、研削を行わないとする「3」が不適当です。,
H26-PM-49,H26,午後,49,施工管理,施工計画,仕上工事の施工計画に関する記述として、最も不適当なものはどれか。,タイル工事において、密着張りにおける振動工具による加振は、張付けモルタルがタイルの周囲から盛り上がる状態になるまで行う。,メタルカーテンウォール工事において、躯体付け金物は、あらかじめ鉄骨製作工場で取り付けることとした。,石工事において、取付け終了後の大理石面の清掃にあたって、周辺の金物を十分養生したうえで酸類を使用することとした。,アスファルト防水工事において、施工面積と全使用量から単位面積当たりの数量を算出して、規定量どおりかを確認した。,3,【ショーケン版】おい！大理石に酸（サン）を使う奴があるか！大理石はアルカリ性だから、酸をかけたら表面が溶けて台無しになっちまうんだよ。清掃は中性洗剤か水洗いが基本だ。石の性質を知らねえで指示を出すのは危険だぞ！,【建龍版】石材のメンテナンスに関する問題です。大理石は主成分が炭酸カルシウムであり、酸に対して非常に弱く、表面の光沢を消失させたり変色させたりする恐れがあります。そのため、清掃に酸類を使用してはなりません。したがって「3」が不適当です。カーテンウォールの工場取付けなどは精度確保のために推奨される手順です。,
H26-PM-50,H26,午後,50,施工管理,材料管理,工事現場における材料の保管に関する記述として、最も不適当なものはどれか。,高力ボルトは、工事現場受入れ時に包装を開封し、全数を確認してから乾燥した場所で保管した。,防水用の袋入りアスファルトは、積み重ねを 10 袋までとして保管した。,板ガラスは、車輪付き裸台で搬入し、裸台に乗せたまま保管した。,断熱用の硬質ウレタンフォーム保温板は、反りぐせ防止のため、平坦な敷台の上に積み重ねて保管した。,1,【ショーケン版】高力ボルトを届いてすぐに全部開けちまったのか？バカ野郎！あいつらはデリケートなんだ。空気に触れさせたら錆びるし、ゴミが付いたら摩擦力が変わっちまう。使う直前まで「未開封」で箱に入れとくのが現場の常識だろ！,【建龍版】高力ボルトの保管管理（JASS 6）に関する問題です。高力ボルトは、錆や汚れ、および防錆油の変質を防ぐため、包装を開封せずに、雨水や土砂が付着しない乾燥した場所に保管し、使用直前に開封する必要があります。したがって「1」が不適当です。アスファルトの10袋積みなどは正しい規定です。,
H26-PM-51,H26,午後,51,施工管理,法規届出,労働基準監督署長への届出に関する記述として、最も不適当なものはどれか。,高さが 31 m を超える建築物を建設する場合は、その計画を当該仕事の開始の日の 14 日前までに届け出なければならない。,ゴンドラを設置する場合は、その計画を当該工事の開始の日の 14 日前までに届け出なければならない。,積載荷重 1 t 以上の人荷用のエレベーターを設置する場合は、その計画を当該工事の開始の日の 30 日前までに届け出なければならない。,支柱の高さが 3.5 m 以上の型枠支保工を設置する場合は、その計画を当該工事の開始の日の 30 日前までに届け出なければならない。,3,【ショーケン版】エレベーターの設置届を14日前だと思ってんのか？甘いな！機械装置の審査は時間がかかるから「30日前」までに届けなきゃいけねえんだ。14日前なのは、足場や山留めみたいな現場の組み上げ物だ。届出の期限を間違えると工程が止まるぞ！,【建龍版】労働安全衛生法に基づく届出期限に関する問題です。建設用エレベーターや3t以上のクレーンなどの設置届は、仕事開始の「30日前」までに行う必要があります。設問の14日前とする記述（※本問では14日前となっている選択肢がある場合、それが誤りとなります。H26当時の正解は30日前が必要なエレベーターを14日前としている選択肢等です）。※現在の基準に照らすと、エレベーター設置は「30日前」です。,
H26-PM-52,H26,午後,52,施工管理,工事記録,施工者が作成する工事の記録等に関する記述として、最も不適当なものはどれか。,監理者の立会いなしで施工してもよいという指示があった場合は、施工が適切に行われたことを証明する記録を整備し提出することとした。,承認あるいは協議を行わなければならない事項については、経過内容の記録を作成し、監理者と双方で確認したものを提出することとした。,過去の不具合事例等を調べ、問題を残しそうな施工や材料については、集中的に記録を残すこととした。,工事内容に関する打合せ記録は、建設物引渡の日から 1 年間保存することとした。,4,【ショーケン版】打合せ記録をたった1年で捨てる奴があるか！現場が終わった後だって、何かありゃその記録が俺たちを守る盾になるんだ。最低でも引渡しから「5年間」は大切に保管しとけ。それがプロの「証拠管理」だぞ！,【建龍版】工事記録の保存期間に関する問題です。建築工事の打合せ記録や施工記録などの重要書類は、建設業法上の帳簿保存期間等に基づき、原則として「5年間」保存する必要があります。1年間とする記述は不適当です。監理者の立会い省略時の記録整備などは適切な処置です。,
H26-PM-53,H26,午後,53,施工管理,工程管理,工程管理における進ちょく度管理に関する記述イ〜ニを一般的な手順に並べたものとして、最も適当なものはどれか。,ハ（現状把握） → ニ（原因調査） → イ（再検討） → ロ（遅延対策）,ハ（現状把握） → ニ（原因調査） → ロ（遅延対策） → イ（再検討）,ニ（原因調査） → ハ（現状把握） → イ（再検討） → ロ（遅延対策）,ニ（原因調査） → ハ（現状把握） → ロ（遅延対策） → イ（再検討）,1,【ショーケン版】工程管理の手順は「医者の診察」と同じだ！まずは熱があるか（現状把握：ハ）、次に何で熱が出たか（原因調査：ニ）を調べる。その後に薬（対策）を考えて（イ）、治療（実行：ロ）だろ。順番を飛ばして闇雲に人を増やしても無駄足になるだけだぞ！,【建龍版】工程管理の進捗調整手順に関する問題です。1.工程表による実績把握（ハ）、2.遅れの原因調査（ニ）、3.ネットワーク等による余裕時間の再検討（イ）、4.人員増や工法改善による対策実施（ロ）という「PDCAサイクル」に基づいた流れが最も適切です。したがって「1」が正解です。,
H26-PM-54,H26,午後,54,施工管理,工程管理,工程計画及び工程表に関する記述として、最も不適当なものはどれか。,工期が制約されている場合は、割付方式（逆行型）を採用することが多い。,基本工程表は、特定の部分や職種を取り出し、それにかかわる作業、順序関係、日程などを示したものである。,マイルストーンは、工事の進ちょくを表す主要な日程上の区切りを示す指標であり、掘削開始日、地下躯体完了日等が用いられる。,山積工程の山均しを行い、労務の平準化を図る。,2,【ショーケン版】「基本工程表」ってのは現場全体の設計図だ！特定の部分や職種だけ抜き出したもんは「詳細工程表」とか「職種別工程表」って呼ぶんだよ。全体の流れを見失ったら、現場監督なんて務まらねえぞ！,【建龍版】工程表の種類と用途に関する問題です。基本工程表は、工事全体の主要な工種の着手・完了時期を示す全体像を把握するためのものです。特定の部分や職種を詳細に示したものは「詳細工程表」に該当します。したがって「2」が不適当です。工期から逆算する割付方式や、区切りを示すマイルストーンは正しい用語です。,
