id,year,session,no,category,subcategory,question,choice1,choice2,choice3,choice4,answer,explanation_shoken,explanation_kenryu,imageUrl
R6-AM-28,R6,午前,28,施工管理,鉄骨工事,大空間鉄骨架構の建方に関する記述として、最も不適当なものはどれか。,スライド工法は、作業構台上等で所定の部分の屋根鉄骨を組み立てた後、所定位置まで順次滑動横引きしていき、最終的に架構全体を構築する工法である。,移動構台工法は、移動構台上で組み立てた屋根鉄骨を、構台と共に所定の位置に移動させ、先行して構築した架構と連結する工法である。,ブロック工法は、地組みした所定の大きさのブロックを、クレーン等で吊り上げて架構を構築する工法である。,リフトアップ工法は、地上又は構台上等で組み立てた屋根等の架構を、先行して構築した構造物等を支えとしてジャッキにより引き上げていく工法である。,2,【ショーケン版】「移動構台」の役割を勘違いすんな！移動するのは「構台（足場）」だけだ。その上で鉄骨を組んだら、構台を次のスパンに移動させて、またそこで組むんだよ。屋根を構台に乗せて一緒に運ぶのは「スライド工法」に近い話だぞ！,【建龍版】鉄骨の特殊建方工法に関する問題です。「移動構台工法」は、大空間の屋根等を施工する際、移動式の作業構台（ステージ）を移動させながら順次組み立てていく工法です。屋根鉄骨自体を構台と共に移動させて連結するわけではないため、記述は不適当です。,
R6-AM-29,R6,午前,29,施工管理,木造工事,木質軸組構法に関する記述として、最も不適当なものはどれか。,アンカーボルトと土台の緊結は、アンカーボルトのねじ山がナットの外に 3 山以上出るようにした。,接合に用いるラグスクリューは、先孔にスパナを用いて回しながら締め付けた。,ラグスクリューのスクリュー部の先孔の径は、スクリュー径の + 2 mm とした。,接合金物のボルトの締付けは、座金が木材へ軽くめり込む程度とした。,3,【ショーケン版】ラグスクリューの穴を「＋2mm」も大きく開けてどうすんだ！それじゃただの「穴」だろ。スクリュー（ネジ）が木に食い込まねえじゃねえか。ネジ部の下穴は、ネジの径より「小さく」開けて、無理やりねじ込むから強烈な摩擦が出るんだよ！,【建龍版】木造の接合部施工に関する問題です。ラグスクリュー（コーチスクリュー）のスクリュー部の下穴径は、十分な引抜き耐力を確保するため、スクリュー径の「0.6〜0.8倍程度（または径より小さく）」とします。径より大きく（+2mm）する記述は、ネジ山が効かなくなるため不適当です。,
R6-AM-30,R6,午前,30,施工管理,建設機械,建設機械に関する記述として、最も不適当なものはどれか。,工事用エレベーターは、定格速度が 0.75 m/s を超える場合、次第ぎき非常止め装置を設ける。,ジブクレーンの定格荷重とは、負荷させることができる最大の荷重から、フック等のつり具の重量に相当する荷重を控除したものをいう。,アームを有しないゴンドラの積載荷重とは、その構造上作業床に人又は荷をのせて上昇させることができる最大の荷重をいう。,ロングスパン工事用エレベーターは、搬器の傾きが 1/8 の勾配を超えた場合、動力を自動的に遮断する装置を設ける。,4,【ショーケン版】ロングスパンエレベーターの「傾き」制限をなめんな！1/8なんて、スキー場の上級者コースみたいな激坂だぞ。そんなに傾いたら中の職人が転げ落ちるわ！正解は「1/4」だ。4分の1傾いたらストップ、これが機械の安全ルールだぞ！,【建龍版】建設機械の安全基準に関する問題です。ロングスパン工事用エレベーターにおいて、搬器の傾斜による事故を防ぐための自動遮断装置は、傾きが「1/4（4分の1）」の勾配を超えた場合に作動するように規定されています。1/8とする記述は不適当です。,
R6-AM-31,R6,午前,31,施工管理,防水工事,合成高分子系ルーフィングシート防水に関する記述として、最も不適当なものはどれか。,加硫ゴム系シート防水の接着工法において、立上り部と平場部との接合部のシートの重ね幅は 150 mm 以上とした。,塩化ビニル樹脂系シート防水の接着工法において、シート相互を熱風融着で接合した。,塩化ビニル樹脂系シート防水の接着工法において、出入隅角の処理は、シートの張付け前に成形役物を張り付けた。,エチレン酢酸ビニル樹脂系シート防水の密着工法において、平場部の接合部のシートの重ね幅は、幅方向、長手方向とも 100 mm 以上とした。,1,【ショーケン版】シートの「重ね幅」でサバ読むな！加硫ゴムシートの重ねは、平場も立上りも基本は「100mm」だ。150mmも取ったらシートがもったいねえだろ！逆に、役物（成形品）を先に張るっていう手順はバッチリ合ってるぞ。100mm、これシート防水の基本数字だ！,【建龍版】シート防水の施工仕様に関する問題です。加硫ゴム系シート防水の接着工法において、シート相互の重ね幅は、平場・立上り共に「100mm以上」が標準（JASS 8）です。150mmとする記述は、過剰であり標準的な管理基準と異なるため、不適当とされます。,
R6-AM-32,R6,午前,32,施工管理,屋根工事,長尺亜鉛鉄板葺に関する記述として、最も不適当なものはどれか。,塗装溶融亜鉛めっき鋼板を用いた際の留め付け用のドリリングタッピンねじは、亜鉛めっき製品を使用した。,心木なし瓦棒葺の通し吊子は、平座金を付けたドリリングタッピンねじで、下葺材、野地板を貫通させて鉄骨母屋に固定した。,横葺の葺板の継手位置は、縦に一直線状とならないように、千鳥に配置した。,平葺の葺板の上はぜと下はぜは、折返し幅を同寸法とした。,4,【ショーケン版】はぜの折り返しを同じにしたら、水が入るだろ！平葺き（一文字葺き）のはぜは、上が「大きく」下が「小さく」が鉄則だ。上が55mmなら下は45mmとか、段差をつけて「返し」を効かせるのが雨仕舞いの基本なんだよ。同じ寸法なんて素人仕事だぞ！,【建龍版】金属板葺の「はぜ」の構造に関する問題です。平葺（ひらぶき）において、雨水の浸入を防ぐため、上はぜの折り返し幅を下はぜよりも「大きく」するのが標準的です（例：上55mm、下45mm）。同寸法とする記述は雨仕舞いの観点から不適当です。,
R6-AM-33,R6,午前,33,施工管理,内装工事,"軽量鉄骨壁下地に関する記述として, 最も不適当なものはどれか。",間仕切壁の出入口開口部の縦の補強材は、上端部を軽量鉄骨天井下地に取り付けたランナに固定した。,スタッドの高さが 4.5 m であったため、区分記号 90 形のスタッドを用いた。,スペーサは、スタッドの端部を押さえ、間隔 600 mm 程度に留め付けた。,コンクリート壁に添え付くスタッドは、上下のランナに差し込み、コンクリート壁に打ち込みピンで固定した。,1,【ショーケン版】壁の補強材を「天井」に頼るな！天井のLGSなんてグラグラだろ。ドアの枠みたいな大事な補強材は、天井を突き抜けて「スラブ（梁）」のランナにガッチリ固定しなきゃダメなんだよ。天井下地に止めたら、ドアを閉めた衝撃で壁ごと倒れるぞ！,【建龍版】軽量鉄骨壁下地（LGS）の開口部補強に関する問題です。出入口等の開口部補強材（たて枠）は、構造的な安定性を確保するため、天井下地ではなく、上階の「スラブや梁」に固定されたランナに直接固定する必要があります。天井下地に固定すると強度が不足するため、不適当です。,
R6-AM-34,R6,午前,34,施工管理,塗装工事,防水形合成樹脂エマルション系複層仕上塗材(防水形複層塗材 E)仕上げに関する記述として、最も不適当なものはどれか。,プレキャストコンクリート面の下地調整において、仕上塗材の下塗材で代用ができたため、合成樹脂エマルションシーラーを省略した。,屋外に面する ALC パネル面の下地調整において、合成樹脂エマルションシーラーを塗り付けた上に、下地調整材 C-1 を塗り付けた。,主材の基層塗りは、1.7 kg/m2 を 1 回塗りとし、下地を覆うように塗り付けた。,主材の模様塗りは、1.0 kg/m2 を 1 回塗りとし、ローラー塗りによりゆず肌状に仕上げた。,1,【ショーケン版】シーラーを「省略」するなんて、10年早いぞ！PC面だろうがなんだろうが、塗装の基本は「シーラー（接着剤）」だ。下塗材で代用できるなんて甘い考えは捨てろ。シーラーをケチったら、あとでベロベロ剥がれてきて大クレームだぞ！,【建龍版】仕上塗材工事の施工管理に関する問題です。防水形複層塗材Eの施工において、下地と塗材の密着性を確保するため「シーラー（下塗材）」の塗布は必須工程です。他の工程で代用して省略することは認められていないため、不適当です。,
R6-AM-35,R6,午前,35,施工管理,建具工事,アルミニウム製建具工事に関する記述として、最も不適当なものはどれか。,外部建具周囲の充填モルタルは、NaCl 換算 0.04 %(質量比)以下まで除塩した海砂を使用した。,建具枠に付くアンカーは、両端から逃げた位置にあるアンカーから、間隔を 600 mm で取り付けた。,水切りと下枠との取合いは、建具枠回りと同一のシーリング材を使用した。,建具の組み立てにおいて、隅部の突付き小ねじ締め部分にはシーリング材を充填した。,2,【ショーケン版】サッシのアンカー間隔「600mm」は広すぎだろ！風が吹いたらサッシがガタガタいうぞ。アンカーの間隔は、端っこから150mm逃げたところから始めて「500mm以内」に抑えるのが現場の鉄則だ。10cmの差をケチるな！,【建龍版】アルミニウム製建具の取付に関する問題です。建具枠を固定するアンカーの間隔は、一般に「500mm以下」と規定されています。600mmとする記述は強度の観点から不適当です。なお、海砂の塩分濃度規定（0.04%以下）は正しい数値です。,
R6-AM-36,R6,午前,36,施工管理,塗装工事,塗装工事に関する記述として、最も不適当なものはどれか。,コンクリート面のアクリル樹脂系非水分散形塗料塗りにおいて、下塗り、中塗り、上塗りともに同一材料を使用し、塗り付け量はそれぞれ 0.10 kg/m2 とした。,常温乾燥形ふっ素樹脂エナメル塗りにおいて、塗料を素地に浸透させるため、下塗りはローラーブラシ塗りとした。,2 液形ポリウレタンエナメル塗りにおいて、気温が 20 °C であったため、中塗り後から上塗りまでの工程間隔時間を 16 時間とした。,合成樹脂エマルションペイント塗りにおいて、流動性を上げるため、有機溶剤で希釈して使用した。,4,【ショーケン版】「エマルションペイント（EP）」をシンナー（有機溶剤）で薄める奴があるか！EPは「水性」なんだよ。水で薄めるからEPなんだ。有機溶剤で薄めたら、塗料が分離してただのゴミになっちまうぞ。希釈剤を間違えるなんて、初歩中の初歩だ！,【建龍版】塗料の希釈に関する問題です。合成樹脂エマルションペイント（EP）は「水系塗料」であり、希釈には「水」を使用します。「有機溶剤（シンナー等）」を使用するとする記述は、塗料の性質上明らかに誤りであり不適当です。,
R6-AM-37,R6,午前,37,施工管理,床工事,合成樹脂塗床に関する記述として、最も不適当なものはどれか。,厚膜型のエポキシ樹脂系塗床の主剤と硬化剤の 1 回の練り混ぜ量は、30 分で使い切れる量とした。,弾性ウレタン樹脂系塗床のウレタン樹脂の 1 回の塗布量は、2 kg/m2 を超えないようにした。,エポキシ樹脂系塗床の流しのべ工法では、塗床材の自己水平性が高いため、下地コンクリートは木ごて仕上げとした。,プライマー塗りにおいて、下地への吸込みが激しい部分は、プライマーを再塗布した。,3,【ショーケン版】「流しのべ（SL）」だからって下地を「木ごて」でガタガタにするな！流しのべは厚みがせいぜい数ミリなんだ。下地が荒れてたら、表面にデコボコや気泡が出て使い物にならねえぞ。下地は「金ごて」でツルツルに仕上げるのがSLの常識だ！,【建龍版】塗床工事の下地処理に関する問題です。「流しのべ工法」のような平滑仕上げが求められる場合、下地コンクリートは「金ごて押え」により平滑に仕上げておく必要があります。木ごて仕上げは表面が粗く、塗床材の仕上がりに悪影響を及ぼすため不適当です。,
R6-AM-38,R6,午前,38,施工管理,断熱工事,RC造の建物内部の断熱工事に関する記述として、最も不適当なものはどれか。,硬質ウレタンフォーム吹付け工法において、随時吹付け厚さを測定しながら作業し、厚さの許容誤差を - 5 mm から + 10 mm として管理した。,硬質ウレタンフォーム吹付け工法において、ウレタンフォームには自己接着性があるため、コンクリート面に接着剤を塗布しなかった。,押出法ポリスチレンフォーム張付け工法において、下地面の不陸が最大 3 mm であったため、接着剤を厚くして調整することで不陸に対応した。,押出法ポリスチレンフォーム打込み工法において、断熱材の継ぎ目にコンクリートがはみ出している箇所は、V カットした後に断熱材現場発泡工法により補修した。,3,【ショーケン版】ボンド（接着剤）で「3mm」も不陸を直そうとするな！断熱材のボンドは厚く塗ると、乾く時に痩せて剥がれたり、断熱性能が落ちたりするんだよ。不陸が3mm（2mm超）もあるなら、先にモルタルで下地を直してから張るのがプロのやり方だ！,【建龍版】断熱材の張付け施工に関する問題です。押出法ポリスチレンフォームを接着剤で張る場合、下地の不陸（デコボコ）は一般に「2mm以下」に抑える必要があります。3mmの不陸を接着剤の厚みで調整しようとする記述は、接着不良の原因となるため不適当です。,
R6-AM-39,R6,午前,39,施工管理,ALC・ECP工事,外壁の押出成形セメント板(ECP)横張り工法に関する記述として、最も不適当なものはどれか。,高湿度となる部分に用いるパネル取付け金物(Z クリップ)は、溶融亜鉛めっき処理を行ったものを使用した。,パネルは、層間変形に対してスライドにより追従するため、縦目地を 15 mm、横目地を 10 mm とした。,パネル取付け金物(Z クリップ)は、パネル左右端部の位置に取り付け、下地鋼材に溶接した。,パネルは、積上げ枚数 5 枚ごとに構造体に固定した自重受け金物で受けた。,4,【ショーケン版】ECPの横張り、何枚積み上げる気だ！「5枚」も重ねたら、一番下のパネルが重みで粉々になるぞ。ECPもALCも、横張りの自重受けは「2枚以内」ごとに設けるのが鉄則だ！5枚なんて、パネルをいじめてるだけだぞ！,【建龍版】押出成形セメント板（ECP）の施工に関する問題です。横張りパネルの自重による損壊を防止するため、パネルは「2段（2枚）以内」ごとに自重受け金物を設置し、個別に支持する必要があります。5枚（5段）ごとに支持するとする記述は不適当です。,
R6-AM-40,R6,午前,40,施工管理,改修工事,RC造建築物の外壁改修工事に関する記述として、最も不適当なものはどれか。,小口タイル張り仕上げにおいて、タイル陶片のみ浮きが発生している部分は、浮いているタイルを無振動ドリルで穿孔して、アンカーピンニングエポキシ樹脂注入タイル固定工法で改修した。,小口タイル張り仕上げにおいて、下地モルタルを含む剥落欠損が発生していたため、ポリマーセメントモルタルを用いたタイル張替え工法で改修した。,外壁コンクリート打放し仕上げにおいて、生じたひび割れの幅が 2.0 mm で挙動のおそれがあったため、可とう性エポキシ樹脂を用いた U カットシール材充填工法で改修した。,外壁コンクリート打放し仕上げにおいて、生じたひび割れの幅が 0.1 mm で挙動のおそれがなかったため、パテ状エポキシ樹脂を用いたシール工法で改修した。,1,【ショーケン版】タイル「1枚（陶片）」が浮いてるくらいで、わざわざドリルで穴開けてピン打つかよ！そんなの二度手間だ。陶片だけの浮きなら、一回剥がして張り直すのが一番早くて綺麗なんだよ。ピンニングはもっと広い範囲（下地モルタルごと）が浮いてる時に使う大技だぞ！,【建龍版】外壁タイルの改修工法に関する問題です。「アンカーピンニング工法」は、下地モルタルが構造体から浮いている場合に、ピンと樹脂で一体化させる工法です。タイルの「陶片のみ」の浮きに対して穿孔・ピン固定を行うのは、タイルが割れるリスクもあり、一般的には「張替え工法」を選択するのが適当です。したがって1が不適当です。,
R6-AM-41,R6,午前,41,施工管理,施工計画,建築工事における事前調査や準備作業に関する記述として、最も不適当なものはどれか。,掘削深さや地盤条件に応じた山留めを設けることとしたため、隣接建物の基礎構造形式の調査を省略した。,軒の高さが 9 m の木造住宅の解体工事計画に当たって、石綿等を含有する建材がなかったため、建設工事計画届は提出しないこととした。,敷地内の排水工事計画に当たって、排水管の勾配が公設桝まで確保できるか調査することとした。,"請負代金が 1,000 万円のアスファルト舗装駐車場の撤去工事計画に当たって、再資源化施設の場所を調査することとした。",1,【ショーケン版】隣の建物の「足元（基礎）」を調べずに穴を掘るなんて、目隠しして歩くようなもんだぞ！自分の山留めがしっかりしてても、隣の基礎がどうなってるか分からなきゃ、地盤をいじった時に隣を沈ませちまうだろ。隣接調査を「省略」するなんて、現場監督の風上にも置けねえ！,【建龍版】事前調査の範囲に関する問題です。山留め工事を行う際、近接する構造物への影響を防止するためには、隣接建物の「基礎形式」や「根入れ深さ」の把握は不可欠です。これを省略することは、不同沈下や構造物損壊といった公衆災害のリスクを高めるため、極めて不適当です。,
R6-AM-42,R6,午前,42,施工管理,施工計画,施工計画に関する記述として、最も不適当なものはどれか。,大深度の土工事において、不整形な平面形状であったため、逆打ち工法とした。,土工事において、3 次元の測量データ、設計データ及び衛星位置情報を活用する ICT 建設機械による自動掘削とした。,鉄筋工事において、工期短縮のため、柱や梁の鉄筋を先組み工法とし、継手は機械式継手とする計画とした。,鉄骨工事において、鉄骨の建方精度を確保するため、できるだけ大きなブロックにまとめて建入れ直しを行う計画とした。,4,【ショーケン版】鉄骨の「建入れ直し（垂直出し）」をナメんなよ！デカいブロックに固めてから直そうとしても、重すぎてビクともしねえんだ。建入れ直しは「1節ごと」、つまりバラバラのうちにこまめに直すのが鉄則だ。固めてからじゃ手遅れだぞ！,【建龍版】鉄骨建方の管理に関する問題です。建入れ直し（柱の垂直や倒れの調整）は、部材が自由な状態で行う必要があり、一般には「1節ごと（または最小単位）」に行います。大きなブロックにまとめてしまうと、接合部の拘束が強く調整が困難になるため、精度確保の観点から不適当です。,
R6-AM-43,R6,午前,43,施工管理,記録管理,施工者が作成する工事の記録等に関する記述として、最も不適当なものはどれか。,発注者から直接工事を請け負った建設業者が作成した発注者との打合せ記録のうち、発注者と相互に交付したものではないものは、保存しないこととした。,建設工事の施工において作成した施工体系図は、元請の特定建設業者が当該建設工事の目的物の引渡しをしたときから 10 年間保存することとした。,建設工事の施工において必要に応じて作成した完成図は、元請の建設業者が建設工事の目的物の引渡しをしたときから 5 年間保存することとした。,設計図書に定められた内容に疑義が生じたため、監理者と協議を行った結果、設計図書の訂正に至らない事項について、記録を整備することとした。,1,【ショーケン版】おいおい！「ハンコをもらった紙」だけが記録じゃねえぞ。現場での細かい打ち合わせメモや、自分たちで作った記録こそが、あとで「言った・言わない」のトラブルになった時に自分を守る武器になるんだ。相互に交付してなくても、大事な記録は全部残しとくのが現場の危機管理だ！,【建龍版】工事記録の保存に関する問題です。建設業法等において、発注者との打合せ記録や工事写真は重要な証拠書類となります。「相互に交付したもののみを保存する」という選択的な保存は、適切な工事管理および紛争防止の観点から不適当です。なお、施工体系図の保存期間「10年」は正しい規定です。,
R6-AM-44,R6,午前,44,施工管理,工程管理,工程の実施計画に関する記述として、最も不適当なものはどれか。,高層集合住宅のタクト手法による工程計画において、作業期間がタクト期間の 2 倍となる作業には、その作業の作業班を 2 班投入して、切れ目のない工程とした。,高層事務所ビルの鉄骨建方計画において、タワークレーンによる鉄骨の取付け歩掛りは、1 台 1 日当たり 80 ピースとして計 画した。,一般的な事務所ビルの鉄骨建方計画において、建方用機械の鉄骨建方作業での稼働時間を 1 台 1 日当たり 5 時間 30 分として計画した。,一般的な事務所ビルの鉄骨建方計画において、タワークレーンの鉄骨建方作業のみに占める時間の割合を、65 % として計画した。,2,【ショーケン版】クレーン1台で「1日80ピース」？そいつは超人か魔法使いだろ！高層ビルで1日中クレーンを振り回しても、安全を考えりゃせいぜい「20〜30ピース」が限界なんだよ。80ピースなんて無茶な計画立てたら、現場がパニックになって事故が起きるぞ！,【建龍版】鉄骨建方の歩掛りに関する問題です。タワークレーン1台当たりの標準的な鉄骨取付け能力は、一般に「20〜30ピース/日」程度です。80ピースという計画は、荷揚げ、位置合わせ、仮ボルト締結といった工程時間を考慮すると著しく過大であり、工程計画として不適当です。,
R6-PM-45,R6,午後,45,施工管理,品質管理,品質管理に関する記述として、最も適当なものはどれか。,品質管理は、品質計画の目標のレベルに係わらず、緻密な管理を行う。,品質管理は、品質の目標値を大幅に上回る品質が確保されていれば、優れた管理といえる。,品質管理は、品質計画を施工計画書に具体的に記述し、そのとおりに実施することである。,品質管理は、前工程より後工程に管理の重点を置くほうがよい。,3,【ショーケン版】品質管理ってのは「決めた通りにやる」のが一番なんだよ！目標を大幅に超えるような「過剰品質」は、コストの無駄遣いだから「いい管理」じゃねえ。あと、問題が起きてから直す「後工程」より、最初からミスを防ぐ「前工程（作り込み）」が大事なんだ！,【建龍版】品質管理の基本理念に関する問題です。品質管理の本質は、あらかじめ設定した品質目標（要求品質）を達成するために、施工計画に具体策を反映し、PDCAサイクルを回して確実に実施することにあります。過剰品質は経済性を損なうため不適当であり、また「工程で品質を作り込む」という考え方から、後工程より前工程の管理が重視されます。,
R6-PM-46,R6,午後,46,施工管理,解体工事,RC造建築物の解体工事における振動対策及び騒音対策に関する記述として、最も不適当なものはどれか。,周辺環境保全に配慮し、振動や粉塵の発生が抑えられるコンクリートカッターを用いる切断工法を採用した。,内部スパン周りを先に解体し、外周スパンを最後まで残すことにより、解体する予定の躯体を防音壁として利用した。,振動レベル計の指示値が周期的に変動したため、変動ごとの指示値の最大値と最小値の平均を求め、その中の最大の値を振動レベルとした。,壁等を転倒解体する際の振動対策として、先行した解体作業で発生したガラを床部分に敷き、クッション材として利用した。,3,【ショーケン版】振動レベルの出し方を適当に決めるな！「最大と最小の平均」なんて勝手な計算は法律（振動規制法）で認められてねえんだ。指示値が周期的に動くなら、その「ピーク値（最大値）の平均」を取るのが正しいルールだ。適当な数字で近隣に説明したら袋叩きに遭うぞ！,【建龍版】環境計測（振動）に関する問題です。振動規制法等の基準において、指示値が周期的又は間欠的に変動する場合の振動レベルは、各変動ごとの「指示値の最大値」を平均したものと定義されています。「最大と最小の平均」とする記述は、計測手法の規定に反するため不適当です。,
R6-PM-47,R6,午後,47,施工管理,安全管理,足場に関する記述として、最も不適当なものはどれか。,くさび緊結式足場の建地の間隔は、桁行方向 2 m、梁間方向 1.2 m とした。,つり足場の作業床は、幅を 40 cm 以上とし、かつ、隙間がないようにした。,移動はしごは、丈夫な構造とし、幅は 30 cm 以上とした。,移動式足場の作業床の周囲は、高さ 90 cm で中桟付きの丈夫な手すり及び高さ 10 cm の幅木を設置した。,1,【ショーケン版】くさび足場の建地を「2m」も飛ばしてどうすんだ！グラグラして危ねえだろ。くさび緊結式足場の建地間隔は、桁行方向（横）は「1.85m以下」、梁間方向（奥行）は「1.5m以下」にするのが安全ルールだ。2mなんて数字はどこにもねえぞ！,【建龍版】仮設足場の構造基準（安衛則）に関する問題です。くさび緊結式足場において、建地の間隔は、桁行方向「1.85 m 以下」、梁間方向「1.5 m 以下」と定められています。2 m とする記述は基準を超過しており、不適当です。,
R6-PM-48,R6,午後,48,施工管理,安全管理,特定元方事業者の講ずべき措置として、「労働安全衛生規則」上、定められていないものはどれか。,特定元方事業者と関係請負人との間及び関係請負人相互間における、作業間の連絡及び調整を随時行うこと。,有機溶剤等を入れてある容器を集積する箇所を統一的に定め、これを関係請負人に周知させること。,関係請負人が新たに雇い入れた労働者に対し、雇い入れ時の安全衛生教育を行うこと。,作業用の仮設の建設物の配置に関する計画の作成を行うこと。,3,【ショーケン版】「雇い入れ教育」は、その人を雇った「下請け会社（各事業主）」の義務だろ！元請けの所長（特定元方）がやるのは、現場独自のルールを教える「新規入場者教育」だ。法律上の雇い入れ教育まで元請けがやってたら、下請けの社長は何もしなくていいことになっちまうだろ！,【建龍版】労働安全衛生法（第30条）および同規則に関する問題です。「雇い入れ時の安全衛生教育」は、労働者を雇用する各事業主（関係請負人）に課せられた義務です。元請け（特定元方事業者）の責務は、協議組織の設置、作業調整、巡視などであり、個別企業の雇用時教育の実施までは含まれません。したがって3が不適当です。,
R6-PM-49,R6,午後,49,施工管理,安全管理,ゴンドラに関する記述として、「ゴンドラ安全規則」上、誤っているものはどれか。,ゴンドラを使用して作業するときは、原則として、1 月以内ごとに 1 回、定期に、自主検査を行わなければならない。,ゴンドラを使用する作業を、操作する者に単独で行わせるときは、操作の合図を定めなくてもよい。,ゴンドラを使用して作業を行う場所については、当該作業を安全に行うため必要な照度を保持しなければならない。,ゴンドラの検査証の有効期間は 2 年であり、保管状況が良好であれば 1 年を超えない範囲内で延長することができる。,4,【ショーケン版】ゴンドラの検査証、そんなに長くねえよ！ゴンドラは命を乗せてぶら下がるもんだから厳しいんだ。有効期間は「1年」だ。クレーンと同じで、毎年しっかり検査して更新しなきゃ動かしちゃダメなんだよ。2年なんてのは夢のまた夢だ！,【建龍版】ゴンドラ安全規則（第34条）に関する問題です。ゴンドラ検査証の有効期間は「1年」です。クレーン等と同様、1年ごとに性能検査を受ける必要があります。2年とする記述は誤りです。なお、1ヶ月ごとの自主検査や、単独操作時の合図省略などは正しい規定です。,
R6-PM-50,R6,午後,50,施工管理,安全管理,酸素欠乏危険作業に労働者を従事させるときの事業者の責務に関する記述として、「酸素欠乏症等防止規則」上、誤っているものはどれか。,酸素欠乏危険場所で空気中の酸素の濃度測定を行ったときは、その記録を 3 年間保存しなければならない。,酸素欠乏危険場所では、原則として、空気中の酸素の濃度を 15 % 以上に保つように換気しなければならない。,酸素欠乏危険作業については、所定の技能講習を修了した者のうちから、酸素欠乏危険作業主任者を選任しなければならない。,酸素欠乏危険作業に就かせる労働者に対して、酸素欠乏危険作業に係る特別の教育を行わなければならない。,2,【ショーケン版】酸素「15%」で作業させる気か！死ぬぞ！空気中の酸素は普通21%くらいあるが、作業していいのは最低でも「18%以上」だ。18%を切ったら酸素欠乏症になる危険があるからな。15なんて数字、絶対に現場で出すなよ！,【建龍版】酸素欠乏症等防止規則（第5条）に関する問題です。事業者は、酸素欠乏危険場所において、空気中の酸素の濃度を「18 % 以上（硫化水素が出る場合は18%以上かつ硫化水素10ppm以下）」に保つよう換気しなければなりません。15 % とする記述は不適当です。,
R6-PM-51,R6,午後,51,施工管理,鉄筋工事,鉄筋のガス圧接に関する記述として、最も不適当なものはどれか。ただし、鉄筋は SD 345 とする。,径の異なる鉄筋のガス圧接部のふくらみの直径は、細いほうの径の 1.4 倍以上とする。,圧接継手において鉄筋の長さ方向の縮み量は、1 か所当たり鉄筋径の 1.0 〜 1.5 倍を見込む。,同一径の鉄筋の圧接部における鉄筋中心軸の偏心量は、鉄筋径の 1/5 以下とする。,圧接端面は平滑に仕上げ、ばり等を除去するため、その周辺を軽く面取りを行う。 ／ （5）鉄筋の圧接部の加熱は、圧接端面が密着するまでは中性炎で行い、その後は還元炎で行う。,5,【ショーケン版】火の使い方が逆だ！鉄筋をくっつけるまでは、表面が酸化しないように「還元炎（青い火）」で守ってやるんだよ。ピタッとくっついてからは、一気に熱を入れるために「中性炎」でガンガン炙るんだ。最初に中性炎で炙ったら、切断面が錆びて（酸化して）うまくくっつかねえぞ！,【建龍版】鉄筋のガス圧接（JASS 5）に関する問題です。圧接部の加熱は、端面同士が密着するまでは酸化を防ぐため「還元炎」を用い、密着後は効率よく昇温させるために「中性炎」を用います。手順が逆であるため5が不適当です。なお、ふくらみ径「1.4d以上」や偏心量「1/5d以下」などは正しい基準です。,
R6-PM-52,R6,午後,52,施工管理,コンクリート工事,コンクリートの運搬、打込み及び締固めに関する記述として、最も不適当なものはどれか。,暑中コンクリートの荷卸し時のコンクリート温度は、35 °C 以下とした。,コンクリートの圧送負荷の算定に用いるベント管の水平換算距離は、ベント管の実長の 3 倍とした。,同一区画のコンクリート打込み時における打重ねは、先に打ち込まれたコンクリートの再振動可能時間以内に行った。,梁及びスラブの鉛直打継ぎ部は、スパンの中央付近に設けた。 ／ （5）コンクリート内部振動機による締固めにおいて、加振時間を 1 か所当たり 60 秒程度とした。,5,【ショーケン版】1箇所に「60秒」もバイブレーター突っ込んでどうすんだ！生コンが分離して石だけ沈んじまうぞ。バイブレーターは「10〜15秒」くらいで、表面にセメントペーストが浮いてきたらサッと抜くのが鉄則だ。やりすぎ（過振）は禁物だぞ！,【建龍版】コンクリートの締固めに関する問題です。内部振動機（バイブレーター）の加振時間は、コンクリートの性状にもよりますが、一般に「10〜15秒程度」とし、コンクリート上面にペーストが浮き上がり光沢が出るまでとします。60秒は明らかに過振であり、材料分離の原因となるため不適当です。,
