id,year,session,no,category,subcategory,question,choice1,choice2,choice3,choice4,answer,explanation_shoken,explanation_kenryu,imageUrl
R5-AM-27,R5,午前,27,施工管理,鉄骨工事,鉄骨の建方に関する記述として、最も不適当なものはどれか。,架構の倒壊防止用に使用するワイヤロープは、建入れ直し用に兼用してもよい。,スパンの寸法誤差が工場寸法検査で計測された各部材の寸法誤差の累積値以内となるよう、建入れ直し前にスパン調整を行う。,建方に先立って施工するベースモルタルは、養生期間を 3 日間以上とする。,梁のフランジを溶接接合、ウェブをボルトの配列が 1 列の高力ボルト接合とする混用接合の仮ボルトは、ボルト群に対して 1/3 程度、かつ 2 本以上締め付ける。,3,【ショーケン版】ベースモルタルの養生、たった「1日（24時間）」で鉄骨乗せる気か！そんなのモルタルが粉々になるぞ。鉄骨の重さに耐えるには、最低でも「3日間」は養生して強度を出さなきゃダメだ。急がば回れ、これ現場の鉄則な！,【建龍版】鉄骨柱脚の施工に関する問題です。ベースモルタル（まんじゅう）は、柱の重量を支持しレベルを確保するための重要な部位です。十分な圧縮強度を確保するため、一般に「3日間以上」の養生期間をおいてから建方を開始します。1日間（24時間）とする記述は不適当です。,
R5-AM-28,R5,午前,28,施工管理,木造工事,大断面集成材を用いた木造建築物に関する記述として、最も不適当なものはどれか。,"梁材の曲がりの許容誤差は、長さの 1/1,000 とした。",集成材にあけるドリフトピンの下孔径は、ドリフトピンの公称軸径と同径とした。,集成材にあける標準的なボルト孔の心ずれは、許容誤差を ± 2 mm とした。,接合金物にあけるボルト孔の大きさは、ねじの呼びが M 16 未満の場合は公称軸径に 1.0 mm を、M 16 以上の場合は 1.5 mm を加えたものとした。,2,【ショーケン版】ドリフトピンの穴を「＋1.5mm」もガバガバに開けたら、ピンが遊んで地震の時にスポッと抜けちまうぞ！ドリフトピンは木材に打ち込んで摩擦で効かせるもんだから、穴の大きさはピンと「ぴったり（同径）」にするのが基本だ。ボルト穴と一緒にすんな！,【建龍版】集成材の接合部施工に関する問題です。ドリフトピン接合は、ピンと木材の緊密な接触により耐力を発揮するため、下孔径は原則として「ピンの公称軸径と同径」とします。ボルト孔のように1.5mm大きくするという記述は、ガタつきを招き構造的に極めて不適当です。,
R5-AM-29,R5,午前,29,施工管理,建設機械,建設機械に関する記述として、最も不適当なものはどれか.,ブルドーザーは、盛土、押土、整地の作業に適している。,ホイールクレーンは、同じ運転室内でクレーンと走行の操作ができ、機動性に優れている。,アースドリル掘削機は、一般にリバース掘削機に比べ、掘削能力が浅い。,バックホウは、機械の位置より低い場所の掘削に適し、水中掘削も可能だが、高い山の切り取りには適さない。,3,【ショーケン版】「アースドリル」を万能だと思うなよ！アースドリルはせいぜい50〜60mが限界だが、「リバースサーキュレーション（リバース）」は100m超えるような超大深度まで掘れるんだよ。アースドリルの方が深いなんてのは、杭打ち屋に笑われるぞ！,【建龍版】場所打ち杭の掘削機械に関する問題です。掘削能力の深さにおいて、アースドリル工法は一般に30〜60m程度が限界ですが、リバース工法はビットを回転させつつ水を循環させて排土するため、70mを超える大深度掘削が可能です。したがって「アースドリルの方が深い能力がある」とする記述は不適当です。,
R5-AM-30,R5,午前,30,施工管理,改修工事,RC造の耐震改修における現場打ちRC耐震壁の増設工事に関する記述として、最も不適当なものはどれか。,増設壁上部と既存梁下との間に注入するグラウト材の練上がり時の温度は、練り混ぜる水の温度を管理し、 10 〜 35 °C の範囲とする。,あと施工アンカー工事において、接着系アンカーを既存梁下端に上向きで施工する場合、くさび等を打ってアンカー筋の脱落防止の処置を行う。,コンクリートポンプ等の圧送力を利用するコンクリート圧入工法は、既存梁下との間に隙間が生じやすいため、採用しない。,増設壁との打継ぎ面となる既存柱や既存梁に施す目荒らしの面積の合計は、電動ピック等を用いて、打継ぎ面の 15 〜 30 % 程度となるようにする。,3,【ショーケン版】「圧入工法」を全否定するんじゃねえ！梁の下にコンクリを詰める時、重力に逆らって下から押し込む「圧入工法」は、むしろ隙間をなくしてパンパンに充填するのに最適なやり方なんだよ。隙間ができるから採用しないなんて、工法のメリットを真逆にしてるぞ！,【建龍版】耐震改修工事のコンクリート打設に関する問題です。既存梁下へのコンクリート充填において、ポンプ圧送力を利用して下部から注入する「圧入工法」は、空気の巻き込みを抑え密実な充填が可能なため、広く推奨されている工法です。したがって「採用しない」とする記述は不適当です。,
R5-AM-31,R5,午前,31,施工管理,防水工事,防水工事に関する記述として、最も不適当なものはどれか。,アスファルト防水密着工法における平場部のルーフィングの張付けに先立ち、入隅は幅 300 mm 程度のストレッチルーフィングを増張りした。,改質アスファルトシート防水トーチ工法における平場部の改質アスファルトシートの重ね幅は、縦横とも 100 mm 以上とした。,アスファルト防水における立上り部のアスファルトルーフィング類は、平場部のアスファルトルーフィングを張り付けた後、 150 mm 以上張り重ねた。,改質アスファルトシート防水絶縁工法における ALC パネル目地の短辺接合部は、幅 50 mm 程度のストレッチルーフィングを張り付けた。,4,【ショーケン版】ALCの目地にたった「50mm」の増張り（ストライプ）で足りるわけねえだろ！ALCは動くんだ。絶縁工法で目地を補強するなら、最低でも「100mm」以上の幅でゆとりを持って張らなきゃ、すぐにシートが破断しちまうぞ！,【建龍版】改質アスファルトシート防水（絶縁工法）の施工に関する問題です。ALCパネルの接合部（目地）に設ける絶縁用テープや増張りシートの幅は、挙動への追従性を考慮し、一般に「100mm以上」とされています。50mmとする記述は不十分であり不適当です。,
R5-AM-32,R5,午前,32,施工管理,石工事,乾式工法による外壁の張り石工事に関する記述として、最も不適当なものはどれか。,厚さ 30 mm、大きさ 500 mm 角の石材のだぼ孔の端あき寸法は、 60 mm とした。,ロッキング方式において、ファスナーの通しだぼは、径 3 mm のものを使用した。,下地のコンクリート面の精度を考慮し、調整範囲が ± 10 mm のファスナーを使用した。,石材間の目地は、幅を 10 mm としてシーリング材を充填した。,2,【ショーケン版】石を支える「だぼ（ピン）」を「3mm」の針金みたいに細くするな！外壁の重たい石を支えるんだから、だぼの径は最低でも「5mm」以上、普通は「6mm」くらいのものを使うのが常識だ。3mmじゃあ地震が来たら一瞬で折れて石が降ってくるぞ！,【建龍版】外壁石張りの乾式工法に関する問題です。石材を固定するステンレス製のだぼ（通しだぼ）の径は、石材の自重や外力を支持するため、一般に「5mm以上（または6mm以上）」と規定されています。3mmとする記述は強度不足の観点から不適当です。,
R5-AM-33,R5,午前,33,施工管理,屋根工事,金属製折板葺き屋根工事に関する記述として、最も不適当なものはどれか。,"端部用タイトフレームは、けらば包みの下地として、間隔を 1,800 mm で取り付けた。",重ね形折板の重ね部分の緊結ボルトは、流れ方向の間隔を 600 mm とした。,軒先の落とし口は、折板の底幅より小さく穿孔し、テーパー付きポンチで押し広げ、 15 mm の尾垂れを付けた。,軒先のアール曲げ加工は、曲げ半径を 450 mm とした。,1,"【ショーケン版】「けらば（端部）」のタイトフレームを 1,800mm も飛ばすな！軒先やけらばは風圧を一番強く受ける場所だろ。端部用のタイトフレームは、標準的な1.0m以下、せめて「600mm」程度の間隔でガッチリ入れなきゃ、台風で屋根ごと剥がされるぞ！","【建龍版】金属製折板葺屋根（JASS 12）に関する問題です。けらば部（端部）に設置するタイトフレームの間隔は、耐風圧強度を確保するため、一般に「600mm程度」とすることが標準です。一般部の梁間隔（1,800mm〜）と同じにするような記述は、設計上極めて危険であり不適当です。",
R5-AM-34,R5,午前,34,施工管理,内装工事,特定天井に該当しない軽量鉄骨天井下地工事に関する記述として、最も不適当なものはどれか。,"天井のふところが 1,500 mm 以上あったため、吊りボルトの振れ止めとなる水平方向の補強は、縦横間隔を 1,800 mm 程度とした。","下がり壁による天井の段違い部分は、 2,700 mm 程度の間隔で斜め補強を行った。","下地張りのある天井仕上げの野縁は、ダブル野縁を 1,800 mm 程度の間隔とし、その間に 4 本のシングル野縁を間隔を揃えて配置した。",野縁は、野縁受けにクリップ留めし、野縁が壁と突付けとなる箇所は、野縁受けからのはね出しを 200 mm とした。,4,【ショーケン版】野縁の「はね出し」を 200mm も出すなよ！ブラブラしちまうだろ。野縁受けから野縁の先っちょまでは「150mm以内」に抑えるのがルールだ。それ以上出すと、ボードを貼った時に重みで垂れ下がるか、地震で暴れるぞ！,【建龍版】軽量鉄骨天井下地（LGS）の施工に関する問題です。野縁受けから突出する野縁の「はね出し長さ」は、天井面の剛性と平滑性を保つため「150mm以下」と定められています。200mmとする記述は基準を超過しているため不適当です。,
R5-AM-35,R5,午前,35,施工管理,左官工事,内壁コンクリート下地のセメントモルタル塗りに関する記述として、最も不適当なものはどれか。,下塗りは、吸水調整材の塗布後、乾燥を確認してから行った。,下塗り用モルタルの調合は、容積比でセメント 1 : 砂 2.5 とした。,下塗り後の放置期間は、モルタルの硬化が確認できたため、 14 日間より短縮した。,中塗りや上塗りの塗厚を均一にするため、下塗りの後に、むら直しを行った。,3,【ショーケン版】下塗りの後の放置時間をケチるな！14日間（2週間）っていうのは、単に「乾く」のを待ってるんじゃねえ。下塗りが「収縮して、出るべきクラックを全部出させる」ために必要な時間なんだよ。ここを短縮したら、あとで上から塗った仕上げまで一緒に割れちまうぞ！,【建龍版】セメントモルタル塗りの施工管理（JASS 15）に関する問題です。下塗り後の放置期間は、乾燥収縮による亀裂を十分に発生させ、安定させるために「14日以上（屋外・水がかり部は21日以上）」置くのが原則です。短縮を可能とするような記述は、品質確保の観点から不適当です。,
R5-AM-36,R5,午前,36,施工管理,建具工事,"鋼製建具に関する記述として、最も不適当なものはどれか。ただし、1枚の戸の有効開口は、幅 950 mm、高さ 2,400 mm とする。",外部に面する両面フラッシュ戸の表面板は鋼板製とし、厚さを 1.6 mm とした。,外部に面する両面フラッシュ戸の見込み部は、上下部を除いた左右方向を表面板で包んだ。,たて枠は鋼板製とし、厚さを 1.6 mm とした。,丁番やピボットヒンジ等により、大きな力が加わる建具枠の補強板は、厚さを 2.3 mm とした。,2,【ショーケン版】「三方包み」を忘れるな！鋼製ドア（SD）の表面板で包むのは、吊り元と戸先の左右だけじゃねえ。「上部」も含めて三方を包まなきゃ、そこから水が入ったり強度が足りなくなったりするだろ！包まないのは「下（沓摺）」だけだって覚えとけ！,【建龍版】鋼製建具（SD）の構造に関する問題です。鋼製フラッシュ戸の製作において、表面板は「左右（戸先・吊り元）および上部」の三方の見込み部まで巻き込み、溶接またはカシメで固定します。「上下部を除いた」とする記述は上部を含んでいないため不適当です。,
R5-AM-37,R5,午前,37,施工管理,塗装工事,塗装工事に関する記述として、最も不適当なものはどれか。,アクリル樹脂系非水分散形塗料塗りにおいて、中塗りを行う前に研磨紙 P 220 を用いて研磨した。,せっこうボード面の合成樹脂エマルションペイント塗りにおいて、気温が 20 °C であったため、中塗り後 2 時間経過してから次の工程に入った。,屋外の木質系素地面の木材保護塗料塗りにおいて、原液を水で希釈し、よく撹拌して使用した。,亜鉛めっき鋼面の常温乾燥形ふっ素樹脂エナメル塗りにおいて、下塗りに変性エポキシ樹脂プライマーを使用した。,3,【ショーケン版】また出たな！木材保護塗料（キシラデコール等）の希釈問題だ。これを「水」で薄めるなんて言語道断！成分を木の芯まで染み込ませるのが目的なんだから、原則は「無希釈（薄めない）」だ。薄めたら腐りやすくなるぞ、プロなら肝に銘じろ！,【建龍版】木材保護塗料（WP）の施工に関する問題です。木材保護塗料は、防虫・防腐・防カビ成分の浸透が重要であり、原則として「無希釈」で使用します。また、一般的には溶剤系であり「水で希釈」とする記述は施工仕様として誤りです。,
R5-AM-38,R5,午前,38,施工管理,ALC工事,ALC パネル工事に関する記述として、最も不適当なものはどれか。,床版敷設筋工法において、床パネルへの設備配管等の孔あけ加工は、 1 枚当たり 1 箇所とし、主筋の位置を避け、直径 100 mm の大きさとした。,横壁アンカー工法において、地震時等における躯体の変形に追従できるよう、ALC パネル積上げ段数 2 段ごとに自重受け金物を設けた。,縦壁フットプレート構法において、ALC 取付け用間仕切チャンネルをデッキプレート下面の溝方向に付ける場合、下地として平鋼をデッキプレート下面にアンカーを用いて取り付けた。,床版敷設筋工法において、建物周辺部、隅角部等で目地鉄筋により床パネルの固定ができない箇所は、ボルトと角座金を用いて取り付けた。,2,【ショーケン版】横張りのパネル、何枚積み上げてから支える気だ！「3枚」も重ねたら下のパネルが重みで割れちまうぞ。ECPもそうだが、ALCの横張りだって「2段（2枚）以内」ごとに自重受けを入れるのが鉄則だ！3段なんて言ったら、一番下がかわいそうだろ！,【建龍版】ALCパネル（横壁アンカー構法）の自重支持に関する問題です。横張りパネルの自重による圧縮破壊を防止するため、パネルは「2段（2層）以内」ごとに、構造体に固定された自重受け金物で個別に支持する必要があります。3段（層）ごとに支えるとする記述は不適当です。,
R5-AM-39,R5,午前,39,施工管理,改修工事,内装改修工事に関する記述として、最も不適当なものはどれか。ただし、既存部分はアスベストを含まないものとする。,ビニル床シートの撤去後に既存下地モルタルの浮き部分を撤去する際、健全部分と縁を切るために用いるダイヤモンドカッターの刃の出は、モルタル厚さ以下とした。,既存合成樹脂塗床面の上に同じ塗床材を塗り重ねる際、接着性を高めるよう、既存仕上げ材の表面を目荒らしした。,防火認定の壁紙の張替えは、既存壁紙の裏打紙を残した上に防火認定の壁紙を張り付けた。,既存下地面に残ったビニル床タイルの接着剤は、ディスクサンダーを用いて除去した。,3,【ショーケン版】防火認定の壁紙（クロス）を張る時、前の「裏打ち紙」を残したままにするな！裏打ち紙は紙だから、火がついたら燃えるだろ。防火性能を100%発揮させたきゃ、前の紙は綺麗さっぱり剥がして、下地の石膏ボードに直接張るのが「防火認定」の正しいルールだ！,【建龍版】壁紙の防火認定に関する問題です。防火壁装材料としての認定は、特定の下地基材（不燃材等）に直接施工されることが条件です。既存の壁紙（特にビニルクロス等）の裏打紙を残したまま新しい壁紙を張ると、防火性能の低下を招き認定が失効する恐れがあるため不適当です。,
R5-AM-40,R5,午前,40,施工管理,施工計画,事前調査や準備作業に関する記述として、最も不適当なものはどれか。,地下水の排水計画に当たり、公共下水道の排水方式の調査を行った。,タワークレーン設置による電波障害が予想されたため、近隣に対する説明を行って了解を得た。,ベンチマークは、移動のおそれのない箇所に、相互にチェックできるよう複数箇所設けた。,コンクリートポンプ車を前面道路に設置するため、道路使用許可申請書を道路管理者に提出した。,4,【ショーケン版】また出たな！道路使用許可の出し先だ。道路の上にポンプ車を置く許可を出すのは、道路管理者（役所）じゃなくて「警察署長」だ！役所に出すのは「道路占用」か「歩道切り下げ」の時だろ。現場監督なら所轄の警察署の場所くらい覚えとけ！,【建龍版】施工手続に関する問題です。工事用車両を道路に停めて作業を行うための「道路使用許可」は、管轄の「警察署」に申請します。「道路管理者（自治体や国道事務所等）」へ提出するのは道路占用許可等であり、記述は不適当です。,
R5-AM-41,R5,午前,41,施工管理,仮設設備,仮設設備の計画に関する記述として、最も不適当なものはどれか。,作業員の仮設男性用小便所数は、同時に就業する男性作業員 30 人以内ごとに 1 個を設置する計画とした。,工事用電気設備の建物内幹線の立上げは、上下交通の中心で最終工程まで支障の少ない階段室に計画した。,仮設電力契約は、工事完了まで変更しない計画とし、短期的に電力需要が増加した場合は、臨時電力契約を併用した。,仮設の給水設備において、工事事務所の使用水量は、 1 人 1 日当たり 50 L を見込む計画とした。,1,【ショーケン版】男性用小便所「40人」に1個？朝の休憩時間は大行列だぞ！法律（安衛則）をよく見ろ、男性用小便所は「30人以内ごとに1個以上」だ。40人なんて法律違反だ、現場の労働環境をなめるな！,【建龍版】仮設トイレの設置基準（労働安全衛生規則）に関する問題です。事業者は、常時就業する場所において、男性用小便所を「30人以内ごとに1個以上」設置しなければなりません。40人ごとに1個とする計画は基準を満たしていないため不適当です。,
R5-AM-42,R5,午前,42,施工管理,材料管理,工事現場における材料の保管に関する記述として、最も不適当なものはどれか。,長尺のビニル床シートは、屋内の乾燥した場所に直射日光を避けて縦置きにして保管した。,砂付ストレッチルーフィングは、ラップ部(張付け時の重ね部分)を下に向けて縦置きにして保管した。,フローリング類は、屋内のコンクリートの床にシートを敷き、角材を並べた上に保管した。,木製建具は、取り付け工事直前に搬入し、障子や襖は縦置き、フラッシュ戸は平積みに決して保管した。,2,【ショーケン版】ルーフィングを逆さまに立てるなよ！「ラップ部（砂が付いてないツルツルした耳）」は薄くてデリケートなんだ。そこを下にして立てたら自重で潰れて、現場で張る時に重ならなくなるだろ。必ず「ラップ部を上」にして保管するのがルーフィング屋の掟だ！,【建龍版】防水材料の保管に関する問題です。砂付ストレッチルーフィングのロールは、端部の変形（特に重ね合わせ用のラップ部）を防止するため、必ず「ラップ部を上」に向け、乾燥した場所に「立てて」保管します。下に向けるとする記述は不適当です。,
R5-AM-43,R5,午前,43,法規,労働安全衛生法,建築工事に係る届出に関する記述として、労働安全衛生法上、誤っているものはどれか。,高さが 31 m を超える建築物を建設する場合、その計画を当該仕事の開始の日の 30 日前までに、労働基準監督署長に届け出なければならない。,共同連帯として請け負う際の共同企業体代表者届を提出する場合、当該届出に係る仕事の開始の日の 14 日前までに、労働基準監督署長を経由して都道府県労働局長に届け出なければならない。,つり上げ荷重が 3 t 以上であるクレーンの設置届を提出する場合、その計画を当該工事の開始の日の 14 日前までに、労働基準監督署長に届け出なければならない。,耐火建築物に吹き付けられた石綿を除去する場合、その計画を当該仕事の開始の日の 14 日前までに、労働基準監督署長に届け出なければならない。,3,【ショーケン版】クレーンの設置届（3t以上）を「14日前」なんてのんびり出してどうすんだ！クレーンやデリックみたいな大物は「30日前」までに出さなきゃいけないんだ。14日前でいいのは、足場の設置やアスベスト、31m超の解体工事の方だ。日数の引っかけ、引っかかるなよ！,【建龍版】労働安全衛生法（第88条）に基づく届出に関する問題です。つり上げ荷重3t以上の「クレーンの設置」に係る計画の届出は、設置工事開始の「30日前」までに所轄労働基準監督署長へ提出する必要があります。14日前とする記述は誤りです。,
R5-AM-44,R5,午前,44,施工管理,工程管理,工程計画に関する記述として、最も不適当なものはどれか。,工程計画では、各作業の手順計画を立て、次に日程計画を決定した。,工程計画では、工事用機械が連続して作業を実施し得るように作業手順を定め、工事用機械の不稼働をできるだけ少なくした。,工期短縮を図るため、作業員、工事用機械、資機材等の供給量のピークが一定の量を超えないように山崩しを検討した。,工期短縮を図るため、クリティカルパス上の鉄骨建方において、部材を地組みしてユニット化し、建方のピース数を減らすよう検討した。,3,【ショーケン版】山崩し（山均し）をしたら、工期は「伸びる」んだよ！一日の作業量を抑えて平均化するんだから、短縮にはならねえ。工期を「短縮」したきゃ、山を高く積み上げて、クリティカルパスを一気にぶっ叩くしかねえんだ。言葉の意味を逆にするな！,【建龍版】資源の平滑化（山崩し）に関する問題です。「山崩し（山均し）」は、特定の時期に集中した人手や機械の投入量を分散させ、安定した現場運営を図る手法ですが、ピーク作業を分散させるため一般に工期は「延長」されます。したがって「工期短縮のために山崩しを行う」とする記述は不適当です。,
R5-PM-45,R5,午後,45,施工管理,工程管理,一般的な事務所ビルの鉄骨工事において、所要工期算出のために用いる各作業の能率に関する記述として、最も不適当なものはどれか。,鉄骨のガスシールドアーク溶接による現場溶接の作業能率は、人 1 日当たり 6 mm 換算溶接長さで 80 m として計画した。,タワークレーンのクライミングに要する日数は、1 回当たり 1.5 日として計画した。,建方用機械の鉄骨建方作業占有率は、60 % として計画した。,トルシア形高力ボルトの締付け作業能率は、人 1 日当たり 300 本として計画した。,1,【ショーケン版】現場溶接の能率を「80m」にするのは無茶苦茶だろ！ロボット溶接じゃねえんだ。職人が手作業でやるガスシールド溶接（6mm換算）の1日の限界は、せいぜい「30〜40m」が関の山だ。倍以上の数字で計画を立てたら、工期に間に合うわけねえだろ！,【建龍版】鉄骨工事の施工計画に関する問題です。現場での半自動溶接（ガスシールドアーク溶接）の標準的な作業能率は、溶接工1人1日当たり「30〜40m（隅肉6mm換算）」程度です。80mとする記述は現実的な歩掛かりを大幅に超過しているため、不適当です。,
R5-PM-46,R5,午後,46,施工管理,工程管理,ネットワーク工程表に関する記述として、最も不適当なものはどれか。,一つの作業の最早終了時刻(EFT)は、その作業の最早開始時刻(EST)に作業日数(D)を加えて得られる。,一つの作業の最遅開始時刻(LST)は、その作業の最遅終了時刻(LFT)から作業日数(D)を減じて得られる。,一つの作業でトータルフロート(TF)が 0 である場合、その作業ではフリーフロート(FF)は 0 になる。,一つの作業でフリーフロート(FF)を使い切ってしまうと、後続作業のトータルフロート(TF)に影響を及ぼす。,4,【ショーケン版】「フリーフロート（FF）」の意味を履き違えるなよ！FFってのは「後続に迷惑をかけない、自分だけの余裕」のことだ。だからFFを使い切ったとしても、後ろの作業の開始時間には一切影響しねえんだよ。影響が出るのは「ディペンデントフロート」や「TF」全体に関わる話だ。,【建龍版】ネットワーク工程表の用語定義に関する問題です。フリーフロート（FF）は「後続作業の最早開始時刻に影響を与えない範囲の余裕時間」です。したがって、FFをすべて消費しても後続作業のスケジュール（TF含む）には影響しません。「影響を及ぼす」とする記述は誤りです。,
R5-PM-47,R5,午後,47,施工管理,品質管理,建築施工の品質を確保するための管理値に関する記述として、最も不適当なものはどれか。,鉄骨工事において、スタッド溶接後のスタッドの傾きの許容差は、5°以内とした。,構造体コンクリートの部材の仕上がりにおいて、柱、梁、壁の断面寸法の許容差は、- 5 〜 + 20 mm とした。,鉄骨梁の製品検査において、梁の長さの許容差は、± 3 mm とした。,コンクリート工事において、薄いビニル床シートの下地コンクリート面の仕上がりの平坦さは、3 m につき 10 mm 以下とした。,4,【ショーケン版】床の平坦さ「3mで10mm」？そんなのガタガタでシートを貼ったら目も当てられねえぞ！薄いビニルシートを貼る下地なら、精度は「3mにつき 7mm以下」がJASSの決まりだ。3mmの差が仕上げにモロに出るんだぞ！,【建龍版】施工精度（仕上がり管理値）に関する問題です。ビニル床シート下地のコンクリート仕上げ平坦さは、一般に「3mにつき 7mm以下（JASS 5）」と規定されています。10mmとする記述は許容範囲が広すぎて不適当です。なお、スタッドの傾き「5°以内」やRC断面寸法「-5〜+20mm」は正しい基準です。,
R5-PM-48,R5,午後,48,施工管理,品質管理,品質管理に用いる図表に関する記述として、最も不適当なものはどれか。,ヒストグラムは、観測値若しくは統計量を時間順又はサンプル番号順に表し、工程が管理状態にあるかどうかを評価するために用いられる。,散布図は、対応する 2 つの特性を横軸と縦軸にとり、観測値を打点して作るグラフ表示で、主に 2 つの変数間の相関関係を調べるために用いられる。,パレート図は、項目別に層別して、出現度数の大きさの順に並べるとともに、累積和を示した図である。,系統図は、設定した目的や目標と、それを達成するための手段を系統的に展開した図である。,1,【ショーケン版】時間順に点を並べて「異常がないか」見張るのは「管理図（コントロールチャート）」だろ！ヒストグラムはデータの「ばらつき」を棒グラフにして、山の形を確認するもんだ。QC七つ道具の名前と役割をゴッチャにすんな！,【建龍版】統計的品質管理（SQC）の手法に関する問題です。「観測値を時間順に並べ、工程が安定しているかを評価する」のは「管理図」の説明です。ヒストグラムは度数分布図であり、記述は不適当です。,
R5-PM-49,R5,午後,49,施工管理,品質管理,品質管理における検査に関する記述として、最も不適当なものはどれか。,中間検査は、製品として完成したものが要求事項を満足しているかどうかを判定する場合に適用する。,無試験検査は、サンプルの試験を行わず、品質情報、技術情報等に基づいてロットの合格、不合格を判定する。,購入検査は、提出された検査ロットを、購入してよいかどうかを判定するために行う検査で、品物を外部から受け入れる場合に適用する。,抜取検査は、ロットからあらかじめ定められた検査の方式に従ってサンプルを抜き取って試験し、その結果に基づいて、そのロットの合格、不合格を判定する。,1,【ショーケン版】「中間検査」の意味を考えろ！それは工程の「途中」でやるもんだろ。製品が「完成」してからやるのは「最終検査（完成検査）」だ。言葉の定義そのものが間違ってるぞ、落ち着いて読めば一発だろ！,【建龍版】品質検査の分類に関する問題です。「製品として完成したものが要求事項を満足しているか判定する」のは「最終検査（製品検査）」の定義です。中間検査は、製造工程の途中で次工程に送ってよいかを判定するために行われるものです。したがって「1」が不適当です。,
R5-PM-50,R5,午後,50,施工管理,安全管理,市街地の建築工事における公衆災害防止対策に関する記述として、最も不適当なものはどれか。,敷地境界線からの水平距離が 5 m で、地盤面からの高さが 3 m の場所からごみを投下する際、飛散を防止するためにダストシュートを設けた。,防護棚は、外部足場の外側からのはね出し長さを水平距離で 2 m とし、水平面となす角度を 20° とした。,工事現場周囲の道路に傾斜があったため、高さ 3 m の鋼板製仮囲いの下端は、隙間を土台コンクリートで塞いだ。,歩車道分離道路において、幅員 3.6 m の歩道に仮囲いを設置するため、道路占用の幅は、路端から 1.0 m とした。,1,【ショーケン版】「3m」の高さからゴミを放り投げるな！法律（安衛則）で、ゴミを投げ捨てていいのは「2m未満」までだ。3m（2m以上）ある場所からゴミを落とすなら、必ず「ダストシュート」を使うか、袋に入れて下ろさなきゃダメなんだよ！,【建龍版】公衆災害および墜落・飛来防止に関する問題です。労働安全衛生規則第529条により、高さが「2m以上」の箇所から物体を投下するときは、ダストシュート等の設備を設け、監視人を置くなどの措置が必要です。3mの高さで何もせず投下するのは違反（不適当）ですが、本問では「設けた」とあるので記述自体は適当に見えます。しかし、道路占用の「1.0m」やアサガオの「20度」など他の基準値が優先される場合があるため、設問の細部を精査してください。（※一般に歩道の占有幅は1/3以内が原則のため、3.6mの歩道で1.0mは適当です）,
R5-PM-51,R5,午後,51,施工管理,安全管理,建築物等の鉄骨の組立て等作業主任者の職務として、労働安全衛生法上、定められていないものはどれか。,器具、工具、要求性能墜落制止用器具等及び保護帽の機能を点検し、不良品を取り除くこと。,作業の方法を決定し、労働者を直接指揮すること。,要求性能墜落制止用器具等及び保護帽の使用状況を監視すること。,組立ての時期、範囲及び順序を作業計画として定めること。,4,【ショーケン版】作業計画を立てるのは、俺たち現場監督（事業者）の仕事だろ！作業主任者の仕事は、その計画に基づいて現場を指揮したり、道具を点検したりすることだ。主任者に計画の責任まで負わせるんじゃねえ！,【建龍版】作業主任者の職務に関する問題です。「作業計画を定める」ことは事業者の責務であり、作業主任者の法定職務には含まれません。主任者の主な職務は「作業の直接指揮」「点検」「保護具の使用状況の監視」です。したがって4が誤りです。,
R5-PM-52,R5,午後,52,施工管理,安全管理,足場に関する記述として、最も不適当なものはどれか。,枠組足場に設ける高さ 4 m 以上の階段には、 4 m 以内ごとに踊場を設けた。,作業床は、つり足場の場合を除き、床材間の隙間は 3 cm 以下、床材と建地の隙間は 12 cm 未満とした。,単管足場の壁つなぎの間隔は、垂直方向 5.5 m 以下、水平方向 5.5 m 以下とした。,脚立を使用した足場における足場板は、踏みさん上で重ね、その重ね長さを 20 cm 以上とした。,3,【ショーケン版】単管足場の壁つなぎを垂直5.5mも飛ばしてどうすんだ！グラグラして倒れるぞ。単管足場の壁つなぎは「垂直5m以下、水平5.5m以下」だ。垂直の方が厳しいんだよ！5.5と5を逆にすんな！,【建龍版】足場の壁つなぎ設置基準に関する問題です。単管足場における壁つなぎの間隔は、垂直方向「5.0m以下」、水平方向「5.5m以下」と定められています。記述が「垂直5.5m」となっている場合は不適当です。,
R5-PM-53,R5,午後,53,施工管理,安全管理,事業者又は特定元方事業者の講ずべき措置に関する記述として、労働安全衛生法上、誤っているものはどれか。,特定元方事業者は、関係請負人が参加する協議組織を設置し、会議を定期的に開催しなければならない。,事業者は、つり足場における作業を行うときは、その日の作業を開始する前に、脚部の沈下及び滑動の状態について点検を行わなければならない。,事業者は、高さが 2 m 以上の箇所で作業を行う場合、墜落のおそれのあるときは、作業床を設けなければならない。,特定元方事業者は、作業場所の巡視を、毎作業日に少なくとも 1 回行わなければならない。,2,【ショーケン版】つり足場に脚部（足元）があるわけねえだろ！宙に浮いてんだから。沈下や滑動をチェックしなきゃいけないのは、地面に立ってる普通の足場の話だ。言葉の矛盾に気づけよ！,【建龍版】足場の点検事項に関する問題です。「脚部の沈下及び滑動の状態」の点検が必要なのは地面等に設置する足場です。つり足場においては、つりワイヤの状況や接続部の点検が重要であり、2が誤りです。,
